"key","isi","judul","saham","tanggal_berita"
"","""Tren   selama di bawah 6.902, berpeluang kenaikan terbatas rawan   di atas day MA (6.691),” kata Andri dalam risetnya, Jumat (20/5).  Lebih lanjut, Research Analyst BNI Sekuritas Maxi Leisyaputra menyampaikan, indeks Dow Jones Industrial Average melemah cukup signifikan 0,75% pada penutupan perdagangan semalam.  Begitu juga dengan S&P 500 yang terkoreksi 0,58% dan indeks Nasdaq Composite yang mencatat penurunan 0,26%.  “Penurunan indeks terjadi akibat kekhawatiran investor terhadap kenaikan suku bunga the Fed untuk mengatasi inflasi yang tinggi dapat mengarahkan ekonomi menuju resesi,” jelas Maxi.    Seiring dengan kondisi tersebut, BNI Sekuritas merekomendasikan empat saham yang dapat dicermati investor. Empat saham tersebut adalah PT Bank Jago Tbk ( ), PT Elang Mahlota Teknologi Tbk ( ), PT Perusahaan Gas Negara Tbk ( ), dan PT Merdeka Copper Gold Tbk ( ).  Berikut adalah ulasannya:  1.    Tren   selama di bawah 11.025, menunjukkan peluang  . Indikator MACD   dan  . Selama di atas 6.600, masih rawan    Rekomendasi:   8.275-8.475  Target harga: 8.750/9.000 dan stop loss di bawah 7.800.  Resistance: 8.750/9.175/9.400/9.875.  Support: 8.050/7.350/7.000/6.690. ","Intip Rekomendasi BNI Sekuritas untuk ARTO, EMTK, PGAS, dan MDKA hari ini (20/5)","arto"," Jumat, 20 Mei 2022 / 09:06 WIB "
"","hingga melambung 56,70 persen ke Rp 304 saham.  Di sisi lain, pergerakan harga saham yang menjadi portofolio GoTo masih adem-ayem. GoTo memiliki investasi di sejumlah emiten; PT Bank Jago Tbk ( ), PT Blue Bird Tbk ( ), PT Matahari Putra Prima Tbk ( ) dan PT Multipolar Tbk ( ). ","Saham Koleksi GoTo Masih Melempem, tapi Return Potential-nya Justru Kian Menggiurkan","arto","Minggu, 22 Mei 2022 | 15:06 WIB "
"","Aksi penjualan saham ini GIC gelar di tengah tekanan terhadap harga saham ARTO belakangan ini.  ","Harga Saham ARTO Tertekan, GIC Singapura Lepas 2,1 Juta Saham Bank Jago","arto","Selasa, 24 Mei 2022 | 23:43 WIB "
""," terjun bebas hingga 56,71%.  Berdasarkan surat Direktur PT Ficomindo Buana Registrar, Jimmi Maulana Sidik ke Otoritas Jasa Keuangan (OJK) tertanggal 24 Mei 2022, sebelumnya kepemilikan perusahaan perusahaan  (SWF)  Singapura itu masih menguasai saham ARTO sebanyak 1.278.260.418 saham. Per 23 Mei 2022, kepemilikan GIC atas saham ARTO berkurang menjadi 1.276.174.518 saham.   Jadi GIC telah ""membuang"""" saham ARTO sebanyak 2.075.900 saham. Belum ada informasi di harga berapa GIC menggelar aksi jual saham ARTO tersebut. Namun keterbukaan itu menyebut perubahan data per tanggal 23 Mei 2022. Saat itu harga saham ARTO tutup di Rp 7.800 per saham.         Cek Berita dan Artikel yang lain di ","Harga Saham Terus Anjlok, GIC Private Singapura ""Buang"" Dua Juta Saham Bank Jago","arto"," Rabu, 25 Mei 2022 / 15:21 WIB "
"","PGAS rawan terkoreksi terlebih dahulu, meskipun pada Rabu (15/6) penurunannya tertahan oleh MA20. Koreksi ini nampak dari pergerakan Stochastic yang rawan bergerak turun ke area  alias jenuh jual.  Analis MNC Sekuritas Herditya Wicaksana     ( )  terbentuk doji mengindikasikan tahanan minor untuk penguatan lanjutan. MACD  positif menandakan  kuat.   menunjukkan potensi penguatan lanjutan ke depan.  Analis NH Korindo Sekuritas Dimas Wahyu Putra Pratama          ( )  Harga terkonsolidasi di  Rp 1.370 sehingga jika mampu tembus dan bertahan di atas Rp 1.420, maka dapat menguat menuju area   Rp 1.460-Rp 1.500. Batas risiko di Rp 1.360 yang jika tembus dapat mendorong harga ke arah Rp 1.320-Rp 1.270.    Penurunan yang terjadi selama seminggu terakhir berlangsung dengan volume yang cenderung melemah sebagai indikator melemahnya tekanan jual. Indikator  juga sudah cukup rendah sehingga kenaikan harga dapat membantu penguatan di  .  Senior Technical Analyst Samuel Sekuritas Muhammad Alfatih  Cek Berita dan Artikel yang lain di ","Rekomendasi Teknikal untuk Saham PGAS, ARTO dan JPFA untuk Perdagangan Kamis (16/6)","arto"," Rabu, 15 Juni 2022 / 18:39 WIB "
"","alias jenuh jual.  Analis MNC Sekuritas Herditya Wicaksana     ( )  terbentuk doji mengindikasikan tahanan minor untuk penguatan lanjutan. MACD  positif menandakan  kuat.   menunjukkan potensi penguatan lanjutan ke depan.  Analis NH Korindo Sekuritas Dimas Wahyu Putra Pratama          ( )  Harga terkonsolidasi di  Rp 1.370 sehingga jika mampu tembus dan bertahan di atas Rp 1.420, maka dapat menguat menuju area   Rp 1.460-Rp 1.500. Batas risiko di Rp 1.360 yang jika tembus dapat mendorong harga ke arah Rp 1.320-Rp 1.270.    Penurunan yang terjadi selama seminggu terakhir berlangsung dengan volume yang cenderung melemah sebagai indikator melemahnya tekanan jual. Indikator  juga sudah cukup rendah sehingga kenaikan harga dapat membantu penguatan di  .  Senior Technical Analyst Samuel Sekuritas Muhammad Alfatih  Cek Berita dan Artikel yang lain di ","Simak Rekomendasi Teknikal untuk PGAS, ARTO dan JPFA pada Perdagangan Kamis (16/6)","arto"," Kamis, 16 Juni 2022 | 05:45 WIB "
"","Belum diketahui secara pasti apa yang menjadi dasar kenaikan cepat saham Bank Jago akhir-akhir ini. Namun, kabar yang beredar diantara pelaku pasar adalah peluang pemecahan nilai saham atau  saham yang akan dilakukan ARTO.  Kabar ini sebenarnya berhembus sejak tahun lalu. Namun, rencana stock split itu hingga saat ini belum terlaksana.    Kolaborasi Bank Jago dengan ekosistem PT GoTo Gojek Tokopedia Tbk (GOTO) juga terus dicermati pelaku pasar. Kolaborasi itu jadi peluang mendorong penyaluran pembiayaan dan layanan transaksi perbankan.  Sementara  terbaru, Bank Jago telah bekerja sama dengan platform e-commerce jual beli mobil bekas PT Carsome Indonesia, guna menyalurkan kredit modal kerja dan meningkatkan penjualan mobil bekas. Kerjasama diteken pada 17 Mei 2022 lalu.  Melalui kerja sama Bank Jago dengan Carsome ini, Andrew berharap dapat membuka lebih banyak nilai tambah dan manfaat kepada seluruh pemangku kepentingan, sekaligus memberikan layanan dan pengalaman terbaik bagi nasabah di Indonesia.         Direktur Bank Jago Sonny Christian Joseph mengatakan, penyaluran kredit modal kerja ini diharapkan dapat mendukung bisnis Carsome Indonesia yang fokus kepada transaksi jual beli mobil bekas online.  “Kolaborasi ini menunjukkan komitmen kami dalam mendorong pertumbuhan ekonomi digital di Indonesia. Kami tentu berharap kerja sama ini dapat mempercepat perkembangan usaha Bank Jago ke depan dengan tetap menjaga risiko yang terkendali,” tutur Sonny  baru-baru ini.  Sonny menambahkan bahwa kolaborasi Bank Jago dan Carsome merupakan tahap awal karena Bank Jago sedang merencanakan berbagai kolaborasi lain dengan ekosistem digital Carsome Indonesia.  Beberapa rencana yang disiapkan adalah kolaborasi pembiayaan dealer mobil bekas yang tergabung dalam ekosistem Carsome Indonesia serta kolaborasi pembiayaan kepada pembeli mobil bekas (end user) di platform e-commerce Carsome Indonesia.    Sampai dengan Maret 2022, Bank Jago telah menjalin kolaborasi dengan lebih dari 32 institusi. Salah satu bentuk kolaborasi yang dilakukan adalah partnership lending dengan fintech lending, multifinance, dan institusi keuangan digital lainnya.  Partnership lending ini mendorong kredit dan pembiayaan syariah Bank Jago tumbuh 376% dalam setahun hingga mencapai Rp6,14 triliun pada akhir kuartal I-2022. Pola partnership lending ini memampukan Bank Jago untuk ekspansif tetapi tetap menjaga risiko yang terkendali.  Hal ini tercermin pada rasio kredit bermasalah atau non-performing loan (NPL) gross terjaga di level 1,5% dan NPL nett berada di level 0,4% pada akhir kuartal I-2022.     Cek Berita dan Artikel yang lain di ","Saham Bank Jago (ARTO) Melaju Kencang, Ada Apa?","arto"," Kamis, 16 Juni 2022 / 18:12 WIB "
"","Belum diketahui secara pasti apa yang menjadi dasar kenaikan cepat saham Bank Jago akhir-akhir ini. Namun, kabar yang beredar diantara pelaku pasar adalah peluang pemecahan nilai saham atau  saham yang akan dilakukan ARTO.  Kabar ini sebenarnya berhembus sejak tahun lalu. Namun, rencana stock split itu hingga saat ini belum terlaksana.    Kolaborasi Bank Jago dengan ekosistem PT GoTo Gojek Tokopedia Tbk (GOTO) juga terus dicermati pelaku pasar. Kolaborasi itu jadi peluang mendorong penyaluran pembiayaan dan layanan transaksi perbankan.  Sementara  terbaru, Bank Jago telah bekerja sama dengan platform e-commerce jual beli mobil bekas PT Carsome Indonesia, guna menyalurkan kredit modal kerja dan meningkatkan penjualan mobil bekas. Kerjasama diteken pada 17 Mei 2022 lalu.  Melalui kerja sama Bank Jago dengan Carsome ini, Andrew berharap dapat membuka lebih banyak nilai tambah dan manfaat kepada seluruh pemangku kepentingan, sekaligus memberikan layanan dan pengalaman terbaik bagi nasabah di Indonesia.         Direktur Bank Jago Sonny Christian Joseph mengatakan, penyaluran kredit modal kerja ini diharapkan dapat mendukung bisnis Carsome Indonesia yang fokus kepada transaksi jual beli mobil bekas online.  “Kolaborasi ini menunjukkan komitmen kami dalam mendorong pertumbuhan ekonomi digital di Indonesia. Kami tentu berharap kerja sama ini dapat mempercepat perkembangan usaha Bank Jago ke depan dengan tetap menjaga risiko yang terkendali,” tutur Sonny  baru-baru ini.  Sonny menambahkan bahwa kolaborasi Bank Jago dan Carsome merupakan tahap awal karena Bank Jago sedang merencanakan berbagai kolaborasi lain dengan ekosistem digital Carsome Indonesia.  Beberapa rencana yang disiapkan adalah kolaborasi pembiayaan dealer mobil bekas yang tergabung dalam ekosistem Carsome Indonesia serta kolaborasi pembiayaan kepada pembeli mobil bekas (end user) di platform e-commerce Carsome Indonesia.    Sampai dengan Maret 2022, Bank Jago telah menjalin kolaborasi dengan lebih dari 32 institusi. Salah satu bentuk kolaborasi yang dilakukan adalah partnership lending dengan fintech lending, multifinance, dan institusi keuangan digital lainnya.  Partnership lending ini mendorong kredit dan pembiayaan syariah Bank Jago tumbuh 376% dalam setahun hingga mencapai Rp6,14 triliun pada akhir kuartal I-2022. Pola partnership lending ini memampukan Bank Jago untuk ekspansif tetapi tetap menjaga risiko yang terkendali.  Hal ini tercermin pada rasio kredit bermasalah atau non-performing loan (NPL) gross terjaga di level 1,5% dan NPL nett berada di level 0,4% pada akhir kuartal I-2022.     Cek Berita dan Artikel yang lain di ","Melonjak 20% Dalam Sebulan, Ada Dengan Saham Bank Jago (ARTO) ","arto"," Jumat, 17 Juni 2022 / 06:45 WIB "
"",") naik 1% ke level Rp 7.623 dan dalam sepekan terkoreksi 0.3%.  PT Bank Centra Asia Tbk ( ) ditutup meningkat 2,6% ke level Rp 7.850 dan dalam sepekan masih turun 2,5%. Sedangkan PT Bank Negara Indonesia Tbk (BBNI) ditutup naik 2,3% ke level Rp 7.775 tetapi dalam seminggu masih turun 1,9%.  Ellen May Founder Emtrade mengatakan, penurunan saham bank besar dalam dua hari terakhir hanya bersifat profit taking saja di tengah faktor konflik geopolitik yang sedang terjadi. ""Penurunan itu merupakan kesempatan untuk masuk lagi,"" katanya pada Kontan.co.id, Rabu (9/3).    William Siregar, Senior Equity Research Analyst Emtrade menambahkan, penurunan saham bank besar dalam dua hari terakhir sebagian besar karena terkena dampak sistematis dari konflik Rusia dan negara-negara barat yang mengakibatkan penurunan market secara global, termasuk IHSG.  Sebagai catatan, sektor banking memiliki beta yang tinggi terhadap IHSG. William bilang, investor asing saat ini masih mencatatkan net buy Bursa Saham Indonesia walaupun dalam dua hari terakhir mereka mulai merealisasikan    Namun, dia mengingatkan untuk investor untuk mewaspadai  peluang asing  untuk kembali  melakukan  , terutama jika diukur dari dampak kenaikan The Fed yang diekspektasikan akan dinaikkan sebesar 25-50 basis point (bps) pada Maret ini.  Selain itu, konflik yang berkepanjangan akan membuat investor memburu dollar AS  sehingga potensi   kemungkinan dapat terjadi.  Sebetulnya Emtrade melihat prospek saham bank-bank besar masih akan solid. ""Kenaikan The Fed rate yang pada akhirnya akan diikuti oleh kenaikan suku bunga BI merupakan katalis positif bagi sektor banking dalam jangka panjang, yang berpotensi mendorong kenaikan net margin,"" jelas William. ","Simak Prediksi Sejumlah Analis untuk Saham Bank-Bank Besar","arto"," Kamis, 10 Maret 2022 / 06:30 WIB "
"","Apalagi, kata Nico, ekosistem tersebut sudah masuk ke dalam tatanan hidup bermasyarakat. Sehingga ada ketergantungan pada aplikasi tersebut dan punya dampak besar bagi ekosistem. ""Apa yang dilakukan ARTO barulah permulaan akan muncul lagi rencana bisnis lanjutan dari perusahaan tersebut,"" jelas dia.     Namun sebelum mengoleksi saham bank digital, menurut Nico, ada beberapa hal yang perlu diperhatikan. Diantaranya, ekosistem bisnis bank digital, diversifikasi produk serta jumlah pengguna aktif per bulan.   Sementara itu, ekonom yang juga pakar keuangan dan pasar modal dari Universitas Indonesia Budi Frensidy menyebut bank digital yang akan berhasil di Indonesia mesti memiliki ekosistem digital dengan  ataupun transportasi  .   Lantaran akan memberikan manfaat yang cukup signifikan bagi nasabahnya. Dengan begitu, bank digital tidak akan sulit memperoleh laba setelah merugi. Bank Jago sempat rugi selama lima tahun terakhir dan akhirnya raih laba Rp 86,02 miliar pada 2021.   ""Selain Bank Jago, bank - bank lainnya juga pasti mencatatkan laba jika investasi dan capex tidak jor - joran lagi,"" ungkapnya.          Cek Berita dan Artikel yang lain di ","Masih Diburu Investor, Ini Rekomendasi Saham Bank Digital Pilihan Analis","arto"," Minggu, 13 Maret 2022 / 07:00 WIB "
"","Apalagi, kata Nico, ekosistem tersebut sudah masuk ke dalam tatanan hidup bermasyarakat. Sehingga ada ketergantungan pada aplikasi tersebut dan punya dampak besar bagi ekosistem. ""Apa yang dilakukan ARTO barulah permulaan akan muncul lagi rencana bisnis lanjutan dari perusahaan tersebut,"" jelas dia.     Namun sebelum mengoleksi saham bank digital, menurut Nico, ada beberapa hal yang perlu diperhatikan. Diantaranya, ekosistem bisnis bank digital, diversifikasi produk serta jumlah pengguna aktif per bulan.   Sementara itu, ekonom yang juga pakar keuangan dan pasar modal dari Universitas Indonesia Budi Frensidy menyebut bank digital yang akan berhasil di Indonesia mesti memiliki ekosistem digital dengan  ataupun transportasi  .   Lantaran akan memberikan manfaat yang cukup signifikan bagi nasabahnya. Dengan begitu, bank digital tidak akan sulit memperoleh laba setelah merugi. Bank Jago sempat rugi selama lima tahun terakhir dan akhirnya raih laba Rp 86,02 miliar pada 2021.   ""Selain Bank Jago, bank - bank lainnya juga pasti mencatatkan laba jika investasi dan capex tidak jor - joran lagi,"" ungkapnya.          Cek Berita dan Artikel yang lain di ","Bank Digital Dituntut Punya Ekosistem, Analis Rekomendasikan Saham Ini","arto"," Senin, 14 Maret 2022 / 07:15 WIB "
"","Pencapaian ini membuat porsi CASA terhadap total DPK meningkat dari 27,2% pada 2020 menjadi 45,6% pada 2021. Sebaliknya, porsi deposito menyusut dari 72,8% pada akhir 2020 menjadi 54,4% pada akhir 2021.  Wakil Direktur Utama Bank Jago Arief Harris Tanjung berharap porsi CASA tahun ini meningkat atau dijaga di level 46%. Namun itu sejalan dengan peningkatan jumlah nasabah perusahaan.  ""Kami ingin (CASA) lebih tinggi, tapi kami  46% mungkin lebih tinggi sedikit yang sejalan dengan pertumbuhan  ,"" kata Arief di Jakarta, Jumat (11/3).    Selain CASA, bank digital ini menargetkan penyaluran kredit tumbuh di kisaran 30% - 40% pada 2022. Nilai itu meningkat signifikan dari realisasi 2021 sebesar Rp 5,37 triliun.  ""Saya pikir harusnya pertumbuhan kita masih sangat tinggi mungkin 30% - 40% yoy untuk kredit. Yang pasti pertumbuhannya di atas industri,"" terangnya.  Menurut Arief, pertumbuhan tersebut harus dibarengi dengan kualitas portofolio kredit. Dengan begitu, Bank Jago bisa menjaga pertumbuhan secara berkelanjutan dan kepercayaan nasabah juga makin kuat.         Untuk mencapai target tersebut, perusahaan akan terus menggandeng partner strategis seperti fintech lending, multifinance dan institusi keuangan lain. Bahkan, Bank Jago akan tambah partner potensial untuk kerek penyaluran kredit. Saat ini sudah 21 patner yang terlibat.  Cek Berita dan Artikel yang lain di ","Tingkatkan Jumlah Simpanan, Bank Jago Perbesar Porsi CASA","arto"," Senin, 14 Maret 2022 / 11:57 WIB "
""," Konsensus analis juga memperkirakan ARTO masih akan merugi Rp 3,5 miliar. ","Cetak Untung Usai Berubah Bisnis, Begini Rekomendasi Bank Jago (ARTO) ","arto","Jumat, 08 April 2022 | 03:55 WIB "
"","Salah satunya soal emiten-emiten yang sebagian sahamnya dimiliki GoTo. Sebelum GOTO  , saham-saham tersebut ditaksir akan ikut terserempet sentimen positif. ","Melongok Rekomendasi Saham Emiten yang Dimiliki GoTo, dari ARTO, Blue Bird dan MPPA","arto","Rabu, 13 April 2022 | 09:16 WIB "
"","Menurut Dimas, pelemahan ini disebabkan oleh kekhawatiran pasar akan kebijakan keputusan tingkat suku bunga dari The Fed. Selain itu, pasar masih menunggu hasil pendapatan dari bank-bank besar, termasuk JPMorgan Chase & Co, Citigroup Inc, dan Wells Fargo & Co yang diperkirakan akan mengeluarkan hasil laporan keuangan kuartal kedua akhir pekan ini.  ""Diperkirakan, laba dari tahun ke tahun akan mengalami penurunan tajam disebabkan oleh perusahaan meningkatkan cadangan kerugian pinjaman mereka, memicu kekhawatiran resesi yang akan datang,"" katanya dalam riset, Selasa (19/7).  Dari dalam negeri, pasar dan investor masih mengantisipasi dan menunggu rilis laporan keuangan kuartal kedua dan semester pertama 2022. Pelaku pasar mengharapkan hasil yang postif sehingga menjadi katalis positif untuk mendorong pergerakan IHSG.    Ada tiga saham yang direkomendasikan   Bahana Sekuritas untuk perdagangan Selasa (19/7). Berikut adalah ulasannya:  1. PT Merdeka Copper Gold Tbk (MDKA)  Terbentuk   berpeluang   dengan target harga Rp 3.660. Area beli terbaik pada kisaran Rp 3.400-Rp 3.460 dengan stoploss jika ditutup di bawah level Rp 3.340. Pada Senin (18/7), MDKA ditutup di level Rp 3.510 per saham.  2. PT Bank Jago Tbk (ARTO)  Terbentuk   dengan target harga Rp 11.600. Area beli terbaik pada kisaran Rp 9.000-Rp 9.400 dengan   jika ditutup di bawah level Rp 8.500. Pada Senin (18/7), ARTO ditutup di level Rp 9.550 per saham.  3. PT Mitra Keluarga Karyasehat Tbk (MIKA)  Terbentuk   dengan potensi   menuju target harga Rp 2.970. Area beli terbaik pada kisaran Rp 2.700-Rp 2.730 dan stoploss jika ditutup di bawah Rp 2.650. Pada Senin (18/7), MIKA ditutup di level Rp 2.750 per saham.     Cek Berita dan Artikel yang lain di ","Rekomendasi Saham Bahana Sekuritas: Buy MDKA, ARTO, dan MIKA ","arto"," Selasa, 19 Juli 2022 / 09:39 WIB "
